"","Orderid","Orderdatetime","Saleamount","Newcustomer","Position","Positiondatetime","Groupname","Networkname","Networkid","Brand","Positionname","DaysToConvert"
"4005",11690259,"2012-05-13 21:04",378.05,"Y",5,"2012-05-13 20:26","CPM","Armonix","nar7467","N","CONVERTER",0
"4006",11690259,"2012-05-13 21:04",378.05,"Y",4,"2012-05-13 20:15","CPM","Armonix","nar7467","N","ASSIST",0
"4007",11690259,"2012-05-13 21:04",378.05,"Y",3,"2012-05-13 18:47","CPM","Armonix","nar7467","N","ROSTER",0
"4008",11690259,"2012-05-13 21:04",378.05,"Y",2,"2012-05-13 18:43","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",0
"4009",11690259,"2012-05-13 21:04",378.05,"Y",1,"2012-05-13 18:12","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ROSTER",0
"4010",11690259,"2012-05-13 21:04",378.05,"Y",0,"2012-05-13 18:03","CPM","Armonix","nar7467","N","ORIGINATOR",0
"4011",11690272,"2012-05-13 21:06",301.99,"N",3,"2012-05-13 20:54","SEARCH GOOGLE NON-BRAND","G: Competitors > Slimfast > ","g000432","N","CONVERTER",0
"4012",11690272,"2012-05-13 21:06",301.99,"N",2,"2012-05-13 20:52","SEARCH GOOGLE NON-BRAND","G: Competitors > Slimfast > ","g000432","N","ASSIST",0
"4013",11690272,"2012-05-13 21:06",301.99,"N",1,"2011-12-01 1:04","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ROSTER",162
"4014",11690272,"2012-05-13 21:06",301.99,"N",0,"2011-11-30 22:58","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ORIGINATOR",163
"4015",11690275,"2012-05-13 21:14",175.07,"Y",7,"2012-05-13 19:23","CPM","Mediawhiz","n62974792","N","CONVERTER",0
"4016",11690275,"2012-05-13 21:14",175.07,"Y",6,"2012-05-13 16:13","CPM","Accordant","n6899541","N","ASSIST",0
"4017",11690275,"2012-05-13 21:14",175.07,"Y",5,"2012-05-13 16:09","CPM","Accordant","n6899541","N","ROSTER",0
"4018",11690275,"2012-05-13 21:14",175.07,"Y",4,"2012-05-13 15:22","CPM","Mediawhiz","n62974792","N","ROSTER",0
"4019",11690275,"2012-05-13 21:14",175.07,"Y",3,"2012-05-13 13:11","CPM","AOL - February 2011","N9457P1A","N","ROSTER",0
"4020",11690275,"2012-05-13 21:14",175.07,"Y",2,"2012-05-13 12:49","CPM","Mediawhiz","n62974792","N","ROSTER",0
"4021",11690275,"2012-05-13 21:14",175.07,"Y",1,"2012-05-13 11:14","CPM","Acerno","acerno","N","ROSTER",0
"4022",11690275,"2012-05-13 21:14",175.07,"Y",0,"2012-05-13 11:12","CPM","AOL - February 2011","N9457P1A","N","ORIGINATOR",0
"4023",11690288,"2012-05-13 21:26",315,"Y",8,"2012-05-13 19:35","CPM","Adroll - adr","adr","N","CONVERTER",0
"4024",11690288,"2012-05-13 21:26",315,"Y",7,"2012-05-13 19:35","CPM","Adroll - adr","adr","N","ASSIST",0
"4025",11690288,"2012-05-13 21:26",315,"Y",6,"2012-05-13 18:56","CPM","Mediawhiz","n62974792","N","ROSTER",0
"4026",11690288,"2012-05-13 21:26",315,"Y",5,"2012-05-13 18:44","CPM","Mediawhiz","n62974792","N","ROSTER",0
"4027",11690288,"2012-05-13 21:26",315,"Y",4,"2012-05-13 18:32","CPM","Mediawhiz","n62974792","N","ROSTER",0
"4028",11690288,"2012-05-13 21:26",315,"Y",3,"2012-05-13 13:13","CPM","Adroll - adr","adr","N","ROSTER",0
"4029",11690288,"2012-05-13 21:26",315,"Y",2,"2012-05-13 13:12","CPM","Adroll - adr","adr","N","ROSTER",0
"4030",11690288,"2012-05-13 21:26",315,"Y",1,"2012-05-13 12:57","CPM","Adroll - adr","adr","N","ROSTER",0
"4031",11690288,"2012-05-13 21:26",315,"Y",0,"2012-05-13 2:41","CPM","Mediawhiz","n62974792","N","ORIGINATOR",0
"4032",11690315,"2012-05-13 21:41",115.7,"N",4,"2012-04-25 6:41","CPM","Armonix","nar7467","N","CONVERTER",18
"4033",11690315,"2012-05-13 21:41",115.7,"N",3,"2012-03-17 21:59","CPM","Acerno","acerno","N","ASSIST",56
"4034",11690315,"2012-05-13 21:41",115.7,"N",2,"2012-03-03 22:52","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ROSTER",70
"4035",11690315,"2012-05-13 21:41",115.7,"N",1,"2012-01-03 1:36","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ROSTER",130
"4036",11690315,"2012-05-13 21:41",115.7,"N",0,"2011-11-20 23:31","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ORIGINATOR",173
"4037",11690333,"2012-05-13 22:11",254.25,"Y",2,"2012-05-13 21:57","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"4038",11690333,"2012-05-13 22:11",254.25,"Y",1,"2012-05-13 21:55","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ASSIST",0
"4039",11690333,"2012-05-13 22:11",254.25,"Y",0,"2012-05-13 21:38","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ORIGINATOR",0
"4040",11690339,"2012-05-13 21:57",163.55,"N",3,"2012-05-13 21:51","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"4041",11690339,"2012-05-13 21:57",163.55,"N",2,"2012-05-13 21:49","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ASSIST",0
"4042",11690339,"2012-05-13 21:57",163.55,"N",1,"2012-05-13 21:47","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",0
"4043",11690339,"2012-05-13 21:57",163.55,"N",0,"2012-05-13 21:33","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ORIGINATOR",0
"4044",11690368,"2012-05-13 22:13",264,"Y",7,"2012-05-13 19:13","CPM","Google","897907a","N","CONVERTER",0
"4045",11690368,"2012-05-13 22:13",264,"Y",6,"2012-05-13 19:12","CPM","Google","897907a","N","ASSIST",0
"4046",11690368,"2012-05-13 22:13",264,"Y",5,"2012-05-13 18:55","CPM","Adroll - adr","adr","N","ROSTER",0
"4047",11690368,"2012-05-13 22:13",264,"Y",4,"2012-05-13 18:55","CPM","Adroll - adr","adr","N","ROSTER",0
"4048",11690368,"2012-05-13 22:13",264,"Y",3,"2012-05-13 18:44","CPM","Mediawhiz","n62974792","N","ROSTER",0
"4049",11690368,"2012-05-13 22:13",264,"Y",2,"2012-05-13 18:36","CPM","Armonix","nar7467","N","ROSTER",0
"4050",11690368,"2012-05-13 22:13",264,"Y",1,"2012-05-13 18:36","CPM","Armonix","nar7467","N","ROSTER",0
"4051",11690368,"2012-05-13 22:13",264,"Y",0,"2012-05-13 18:36","CPM","Armonix","nar7467","N","ORIGINATOR",0
"4052",11690369,"2012-05-13 22:08",330,"Y",2,"2012-05-13 22:04","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"4053",11690369,"2012-05-13 22:08",330,"Y",1,"2012-05-13 21:45","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ASSIST",0
"4054",11690369,"2012-05-13 22:08",330,"Y",0,"2012-05-13 21:34","CPM","Accordant","n6899541","N","ORIGINATOR",0
"4055",11690379,"2012-05-13 22:19",59.02,"Y",1,"2012-05-13 21:36","CPM","Mediawhiz","n62974792","N","CONVERTER",0
"4056",11690379,"2012-05-13 22:19",59.02,"Y",0,"2012-05-13 0:03","CPM","Armonix","nar7467","N","ORIGINATOR",0
"4060",11690407,"2012-05-13 22:37",162,"N",1,"2012-05-13 22:23","CJ","Commission Junction","cj22","N","CONVERTER",0
"4061",11690407,"2012-05-13 22:37",162,"N",0,"2012-05-13 22:23","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ORIGINATOR",0
"4062",11690438,"2012-05-13 22:59",110.54,"Y",1,"2012-05-13 4:14","CPM","24/7 Real Media [old]","247","N","CONVERTER",0
"4063",11690438,"2012-05-13 22:59",110.54,"Y",0,"2012-05-13 1:32","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ORIGINATOR",0
"4064",11690441,"2012-05-13 23:02",279.85,"N",3,"2012-05-13 0:12","CPM","Armonix","nar7467","N","CONVERTER",0
"4065",11690441,"2012-05-13 23:02",279.85,"N",2,"2012-05-12 20:28","CPM","Armonix","nar7467","N","ASSIST",1
"4066",11690441,"2012-05-13 23:02",279.85,"N",1,"2012-05-12 20:20","CPM","Armonix","nar7467","N","ROSTER",1
"4067",11690441,"2012-05-13 23:02",279.85,"N",0,"2012-05-12 5:31","BUZZ AFFILIATE","ValueClick CPA","vc225","N","ORIGINATOR",1
"4068",11690463,"2012-05-13 23:19",302.57,"Y",5,"2012-05-13 22:49","BUZZ AFFILIATE","ValueClick CPA","vc225","N","CONVERTER",0
"4069",11690463,"2012-05-13 23:19",302.57,"Y",4,"2012-05-13 22:48","BUZZ AFFILIATE","ValueClick CPA","vc225","N","ASSIST",0
"4070",11690463,"2012-05-13 23:19",302.57,"Y",3,"2012-05-13 22:42","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",0
"4071",11690463,"2012-05-13 23:19",302.57,"Y",2,"2012-05-13 22:11","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",0
"4072",11690463,"2012-05-13 23:19",302.57,"Y",1,"2012-05-13 22:08","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",0
"4073",11690463,"2012-05-13 23:19",302.57,"Y",0,"2012-05-13 22:08","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ORIGINATOR",0
"4077",11690495,"2012-05-13 23:41",363.95,"Y",2,"2012-05-13 23:15","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"4078",11690495,"2012-05-13 23:41",363.95,"Y",1,"2012-05-13 23:15","SEARCH MSN BRAND","Medifast Brand Terms >  Medifast URL Options >  medifast1.com","brand8156msn","Y","ASSIST",0
"4079",11690495,"2012-05-13 23:41",363.95,"Y",0,"2012-05-13 20:12","SEARCH MSN BRAND","Medifast Brand Terms >  Medifast >  about medifast","brand3357msn","Y","ORIGINATOR",0
"4080",11690498,"2012-05-13 23:43",175.07,"Y",1,"2012-05-13 23:31","CJ","Commission Junction","cj22","N","CONVERTER",0
"4081",11690498,"2012-05-13 23:43",175.07,"Y",0,"2012-05-13 23:02","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ORIGINATOR",0
"4094",11690577,"2012-05-14 0:24",261.9,"N",3,"2012-03-25 19:03","CPM","Acerno","acerno","N","CONVERTER",49
"4095",11690577,"2012-05-14 0:24",261.9,"N",2,"2011-12-31 19:46","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ASSIST",134
"4096",11690577,"2012-05-14 0:24",261.9,"N",1,"2011-12-31 19:46","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",134
"4097",11690577,"2012-05-14 0:24",261.9,"N",0,"2011-12-31 19:31","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ORIGINATOR",134
"4098",11690578,"2012-05-14 0:29",112.64,"N",8,"2012-05-14 0:09","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"4099",11690578,"2012-05-14 0:29",112.64,"N",7,"2012-05-10 23:57","CPM","24/7 Real Media [old]","247","N","ASSIST",4
"4100",11690578,"2012-05-14 0:29",112.64,"N",6,"2012-04-28 0:49","CPM","Mediawhiz","n62974792","N","ROSTER",16
"4101",11690578,"2012-05-14 0:29",112.64,"N",5,"2012-04-28 0:44","CPM","Mediawhiz","n62974792","N","ROSTER",16
"4102",11690578,"2012-05-14 0:29",112.64,"N",4,"2012-04-28 0:44","CPM","Mediawhiz","n62974792","N","ROSTER",16
"4103",11690578,"2012-05-14 0:29",112.64,"N",3,"2012-04-24 0:48","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ROSTER",20
"4104",11690578,"2012-05-14 0:29",112.64,"N",2,"2012-04-23 23:23","CPM","Mediawhiz","n62974792","N","ROSTER",21
"4105",11690578,"2012-05-14 0:29",112.64,"N",1,"2012-04-23 23:23","CPM","Mediawhiz","n62974792","N","ROSTER",21
"4106",11690578,"2012-05-14 0:29",112.64,"N",0,"2012-04-15 10:46","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ORIGINATOR",29
"4107",11690589,"2012-05-14 0:42",275.8,"Y",2,"2012-05-14 0:17","CJ","Commission Junction","cj22","N","CONVERTER",0
"4108",11690589,"2012-05-14 0:42",275.8,"Y",1,"2012-05-14 0:16","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast Coupons > medifast coupons","g001158","Y","ASSIST",0
"4109",11690589,"2012-05-14 0:42",275.8,"Y",0,"2012-05-14 0:15","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast Coupons > medifast coupons","g001158","Y","ORIGINATOR",0
"4110",11690595,"2012-05-14 1:00",348.53,"Y",4,"2012-05-14 0:58","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"4111",11690595,"2012-05-14 1:00",348.53,"Y",3,"2012-05-14 0:56","CJ","Commission Junction","cj22","N","ASSIST",0
"4112",11690595,"2012-05-14 1:00",348.53,"Y",2,"2012-05-14 0:42","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",0
"4113",11690595,"2012-05-14 1:00",348.53,"Y",1,"2012-05-14 0:29","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",0
"4114",11690595,"2012-05-14 1:00",348.53,"Y",0,"2012-05-14 0:11","SEARCH MSN BRAND","Medifast Brand Terms >  Medifast >  about medifast","brand3357msn","Y","ORIGINATOR",0
"4115",11690675,"2012-05-14 1:29",330,"Y",5,"2012-05-14 1:21","CJ","Commission Junction","cj22","N","CONVERTER",0
"4116",11690675,"2012-05-14 1:29",330,"Y",4,"2012-05-14 1:21","CJ","Commission Junction","cj22","N","ASSIST",0
"4117",11690675,"2012-05-14 1:29",330,"Y",3,"2012-05-14 1:20","CJ","Commission Junction","cj22","N","ROSTER",0
"4118",11690675,"2012-05-14 1:29",330,"Y",2,"2012-05-14 1:18","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",0
"4119",11690675,"2012-05-14 1:29",330,"Y",1,"2012-05-14 1:17","CJ","Commission Junction","cj22","N","ROSTER",0
"4120",11690675,"2012-05-14 1:29",330,"Y",0,"2012-05-14 0:37","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ORIGINATOR",0
"4121",11690689,"2012-05-14 1:43",262.9,"Y",3,"2012-05-14 1:27","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"4122",11690689,"2012-05-14 1:43",262.9,"Y",2,"2012-05-14 1:26","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ASSIST",0
"4123",11690689,"2012-05-14 1:43",262.9,"Y",1,"2012-05-14 1:22","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast Coupons > medifast coupon code","g001153","Y","ROSTER",0
"4124",11690689,"2012-05-14 1:43",262.9,"Y",0,"2012-05-14 0:42","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > medifast","g000869","Y","ORIGINATOR",0
"4125",11690705,"2012-05-14 2:31",178.05,"Y",4,"2012-05-14 1:39","CJ","Commission Junction","cj22","N","CONVERTER",0
"4126",11690705,"2012-05-14 2:31",178.05,"Y",3,"2012-05-14 0:41","CPM","Armonix","nar7467","N","ASSIST",0
"4127",11690705,"2012-05-14 2:31",178.05,"Y",2,"2012-05-14 0:39","BUZZ AFFILIATE","ValueClick CPA","vc225","N","ROSTER",0
"4128",11690705,"2012-05-14 2:31",178.05,"Y",1,"2012-05-14 0:38","CPM","Armonix","nar7467","N","ROSTER",0
"4129",11690705,"2012-05-14 2:31",178.05,"Y",0,"2012-05-14 0:38","CPM","AOL - February 2011","N9457P1A","N","ORIGINATOR",0
"4138",11690855,"2012-05-14 3:58",354.95,"N",3,"2012-05-14 3:14","CJ","Commission Junction","cj22","N","CONVERTER",0
"4139",11690855,"2012-05-14 3:58",354.95,"N",2,"2012-05-14 3:12","CJ","Commission Junction","cj22","N","ASSIST",0
"4140",11690855,"2012-05-14 3:58",354.95,"N",1,"2012-05-14 3:02","CJ","Commission Junction","cj22","N","ROSTER",0
"4141",11690855,"2012-05-14 3:58",354.95,"N",0,"2012-05-14 3:00","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast Coupons > medifast discount coupon code","g001171","Y","ORIGINATOR",0
"4142",11690917,"2012-05-14 4:37",348.53,"Y",2,"2012-05-14 4:19","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"4143",11690917,"2012-05-14 4:37",348.53,"Y",1,"2012-05-14 4:10","CJ","Commission Junction","cj22","N","ASSIST",0
"4144",11690917,"2012-05-14 4:37",348.53,"Y",0,"2012-05-14 4:05","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ORIGINATOR",0
"4154",11690959,"2012-05-14 6:05",349.43,"Y",4,"2012-05-14 4:40","BUZZ AFFILIATE","ValueClick CPA","vc225","N","CONVERTER",0
"4155",11690959,"2012-05-14 6:05",349.43,"Y",3,"2012-05-14 4:26","BUZZ AFFILIATE","ValueClick CPA","vc225","N","ASSIST",0
"4156",11690959,"2012-05-14 6:05",349.43,"Y",2,"2012-05-14 3:23","CPM","Mediawhiz","n62974792","N","ROSTER",0
"4157",11690959,"2012-05-14 6:05",349.43,"Y",1,"2012-05-14 0:13","BUZZ AFFILIATE","ValueClick CPA","vc225","N","ROSTER",0
"4158",11690959,"2012-05-14 6:05",349.43,"Y",0,"2012-05-14 0:11","BUZZ AFFILIATE","ValueClick CPA","vc225","N","ORIGINATOR",0
"4159",11690973,"2012-05-14 6:44",169.36,"N",1,"2012-05-14 6:43","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"4160",11690973,"2012-05-14 6:44",169.36,"N",0,"2012-05-14 4:42","CPM","24/7 Real Media [old]","247","N","ORIGINATOR",0
"4161",11693255,"2012-05-14 8:58",76.84,"N",4,"2012-04-22 2:39","CPM","Acerno","acerno","N","CONVERTER",22
"4162",11693255,"2012-05-14 8:58",76.84,"N",3,"2012-04-22 0:54","CPM","Acerno","acerno","N","ASSIST",22
"4163",11693255,"2012-05-14 8:58",76.84,"N",2,"2012-03-26 22:26","CPM","24/7 Real Media [old]","247","N","ROSTER",48
"4164",11693255,"2012-05-14 8:58",76.84,"N",1,"2012-01-31 23:15","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",104
"4165",11693255,"2012-05-14 8:58",76.84,"N",0,"2012-01-31 23:11","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ORIGINATOR",104
"4166",11693273,"2012-05-14 11:18",315.95,"N",9,"2012-05-14 10:18","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"4167",11693273,"2012-05-14 11:18",315.95,"N",8,"2012-05-14 10:18","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ASSIST",0
"4168",11693273,"2012-05-14 11:18",315.95,"N",7,"2012-05-07 17:58","CPM","Acerno","acerno","N","ROSTER",7
"4169",11693273,"2012-05-14 11:18",315.95,"N",6,"2012-04-21 13:43","CPM","Acerno","acerno","N","ROSTER",23
"4170",11693273,"2012-05-14 11:18",315.95,"N",5,"2012-03-20 11:21","CPM","Armonix","nar7467","N","ROSTER",54
"4171",11693273,"2012-05-14 11:18",315.95,"N",4,"2012-03-20 11:20","CPM","Armonix","nar7467","N","ROSTER",54
"4172",11693273,"2012-05-14 11:18",315.95,"N",3,"2012-03-20 11:19","CPM","Armonix","nar7467","N","ROSTER",54
"4173",11693273,"2012-05-14 11:18",315.95,"N",2,"2012-03-06 15:04","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",68
"4174",11693273,"2012-05-14 11:18",315.95,"N",1,"2012-03-06 15:04","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",68
"4175",11693273,"2012-05-14 11:18",315.95,"N",0,"2012-03-06 15:04","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ORIGINATOR",68
"4176",11693274,"2012-05-14 11:18",297,"Y",2,"2012-05-14 11:13","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"4177",11693274,"2012-05-14 11:18",297,"Y",1,"2012-05-14 11:13","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ASSIST",0
"4178",11693274,"2012-05-14 11:18",297,"Y",0,"2012-05-14 11:02","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast Coupons > medifast coupons","g001158","Y","ORIGINATOR",0
"4183",11693289,"2012-05-14 11:55",274.9,"Y",2,"2012-05-14 11:32","CJ","Commission Junction","cj22","N","CONVERTER",0
"4184",11693289,"2012-05-14 11:55",274.9,"Y",1,"2012-05-14 9:49","CJ","Commission Junction","cj22","N","ASSIST",0
"4185",11693289,"2012-05-14 11:55",274.9,"Y",0,"2012-05-14 9:48","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ORIGINATOR",0
"4186",11693292,"2012-05-14 11:54",180.81,"Y",2,"2012-05-14 2:55","CPM","Mediawhiz","n62974792","N","CONVERTER",0
"4187",11693292,"2012-05-14 11:54",180.81,"Y",1,"2012-05-14 1:14","SEARCH MSN BRAND","Medifast Brand Terms >  Medifast >  about medifast","brand3357msn","Y","ASSIST",0
"4188",11693292,"2012-05-14 11:54",180.81,"Y",0,"2012-05-14 1:01","SEARCH MSN BRAND","Medifast Brand Terms >  Medifast >  about medifast","brand3357msn","Y","ORIGINATOR",0
"4191",11693346,"2012-05-14 12:38",125.61,"N",8,"2012-05-11 13:04","CPM","24/7 Real Media [old]","247","N","CONVERTER",3
"4192",11693346,"2012-05-14 12:38",125.61,"N",7,"2012-05-09 11:37","CPM","24/7 Real Media [old]","247","N","ASSIST",5
"4193",11693346,"2012-05-14 12:38",125.61,"N",6,"2012-05-08 12:28","CPM","Armonix","nar7467","N","ROSTER",6
"4194",11693346,"2012-05-14 12:38",125.61,"N",5,"2012-05-07 10:41","CPM","24/7 Real Media [old]","247","N","ROSTER",7
"4195",11693346,"2012-05-14 12:38",125.61,"N",4,"2012-05-07 0:21","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ROSTER",7
"4196",11693346,"2012-05-14 12:38",125.61,"N",3,"2012-05-07 0:16","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ROSTER",7
"4197",11693346,"2012-05-14 12:38",125.61,"N",2,"2012-05-06 18:41","CPM","Armonix","nar7467","N","ROSTER",8
"4198",11693346,"2012-05-14 12:38",125.61,"N",1,"2012-04-27 14:55","CPM","24/7 Real Media [old]","247","N","ROSTER",17
"4199",11693346,"2012-05-14 12:38",125.61,"N",0,"2012-04-25 23:33","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ORIGINATOR",19
"4204",11693473,"2012-05-14 13:43",264,"N",3,"2012-05-14 12:47","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"4205",11693473,"2012-05-14 13:43",264,"N",2,"2012-05-14 12:45","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ASSIST",0
"4206",11693473,"2012-05-14 13:43",264,"N",1,"2012-05-14 12:43","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",0
"4207",11693473,"2012-05-14 13:43",264,"N",0,"2012-05-14 12:36","SEARCH MSN BRAND","Medifast Brand Terms >  Medifast >  medifast diet","brand8124msn","Y","ORIGINATOR",0
"4208",11693506,"2012-05-14 13:59",342.36,"Y",2,"2012-05-14 13:35","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"4209",11693506,"2012-05-14 13:59",342.36,"Y",1,"2012-05-14 13:32","CPM","Adroll - adr","adr","N","ASSIST",0
"4210",11693506,"2012-05-14 13:59",342.36,"Y",0,"2012-05-14 13:26","SEARCH MSN BRAND","Medifast Brand Terms >  Medifast >  about medifast","brand3357msn","Y","ORIGINATOR",0
"4211",11693537,"2012-05-14 14:36",330,"Y",2,"2012-05-14 14:01","CPM","Mediawhiz","n62974792","N","CONVERTER",0
"4212",11693537,"2012-05-14 14:36",330,"Y",1,"2012-05-14 14:01","CPM","Mediawhiz","n62974792","N","ASSIST",0
"4213",11693537,"2012-05-14 14:36",330,"Y",0,"2012-05-14 13:52","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ORIGINATOR",0
"4214",11693595,"2012-05-14 14:27",141.55,"Y",2,"2012-05-14 14:15","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"4215",11693595,"2012-05-14 14:27",141.55,"Y",1,"2012-05-14 14:14","CJ","Commission Junction","cj22","N","ASSIST",0
"4216",11693595,"2012-05-14 14:27",141.55,"Y",0,"2012-05-14 14:12","CJ","Commission Junction","cj22","N","ORIGINATOR",0
"4217",11693598,"2012-05-14 14:26",179.57,"N",4,"2012-05-03 13:27","CPM","Mediawhiz","n62974792","N","CONVERTER",11
"4218",11693598,"2012-05-14 14:26",179.57,"N",3,"2012-05-03 13:27","CPM","Mediawhiz","n62974792","N","ASSIST",11
"4219",11693598,"2012-05-14 14:26",179.57,"N",2,"2012-05-01 14:51","CPM","Acerno","acerno","N","ROSTER",13
"4220",11693598,"2012-05-14 14:26",179.57,"N",1,"2012-04-24 12:55","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ROSTER",20
"4221",11693598,"2012-05-14 14:26",179.57,"N",0,"2012-04-24 12:54","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ORIGINATOR",20
"4222",11693607,"2012-05-14 14:33",186,"N",3,"2012-05-14 13:48","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"4223",11693607,"2012-05-14 14:33",186,"N",2,"2012-05-14 13:46","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ASSIST",0
"4224",11693607,"2012-05-14 14:33",186,"N",1,"2012-04-23 14:38","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",21
"4225",11693607,"2012-05-14 14:33",186,"N",0,"2012-04-17 18:35","SEARCH GOOGLE NON-BRAND","G: Retargeting > General Retargeting > ","g001372","N","ORIGINATOR",27
"4226",11693675,"2012-05-14 14:52",324.95,"Y",4,"2012-05-14 0:59","CPM","Acerno","acerno","N","CONVERTER",0
"4227",11693675,"2012-05-14 14:52",324.95,"Y",3,"2012-05-14 0:54","CPM","Acerno","acerno","N","ASSIST",0
"4228",11693675,"2012-05-14 14:52",324.95,"Y",2,"2012-05-14 0:45","CPM","Mediawhiz","n62974792","N","ROSTER",0
"4229",11693675,"2012-05-14 14:52",324.95,"Y",1,"2012-05-14 0:43","CPM","Acerno","acerno","N","ROSTER",0
