"","group","A","B","C","D","E","hired","quality"
"735","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,-0.000177979779485682
"810","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.958150498855328
"1495","female",0,0,0.813711204046299,0.0869565217391304,1,1,0.454162108198229
"1544","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313850640599581
"1824","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1,0.122933911912414
"865","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.958116489662717
"1940","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,1.00207464924779
"1704","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,-0.000963418938576963
"1362","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.166735330511187
"94","male",1,1,0,0.260869565217391,0,0,0.611797971588629
"1762","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.957632878370299
"244","male",0,0,0.813711204046299,0.0869565217391304,1,0,0.454285754532188
"1539","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1,0.317379222808688
"1886","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,1.00156029456927
"1154","female",1,1,0,0.260869565217391,0,1,0.611293378758269
"419","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0,0.265683107145562
"167","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.165843920064054
"29","male",1,1,0,0.260869565217391,0,0,0.610695916983323
"914","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0,0.124908866570876
"689","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,0.00247040090016123
"1475","female",0,0,0.813711204046299,0.0869565217391304,1,0,0.455347978571768
"731","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,-0.000321230635743503
"822","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.959812299615534
"19","male",1,1,0,0.260869565217391,0,0,0.609049910893024
"1647","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313679268504575
"999","male",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,0.999368978189564
"341","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0,0.265533313104838
"318","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0,0.264996266671578
"816","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.958846231198052
"1887","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,0.999427573532517
"1779","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.958598231012437
"857","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.959297708799563
"662","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,-0.00118816760995745
"1083","female",1,1,0,0.260869565217391,0,0,0.610467812390544
"1703","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,-0.000160987772242591
"1808","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1,0.124681025440949
"992","male",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,0.99946537712545
"1309","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1,0.166382513759972
"1177","female",1,1,0,0.260869565217391,0,1,0.608461360924343
"795","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.959985322002175
"507","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.314693003952613
"80","male",1,1,0,0.260869565217391,0,0,0.610523128615961
"48","male",1,1,0,0.260869565217391,0,0,0.608419210761314
"1742","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,-6.988670826476e-05
"1552","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.315956563550781
"52","male",1,1,0,0.260869565217391,0,0,0.609936820277049
"408","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0,0.266098146648293
"968","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0,0.125546802291283
"116","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.163984031526599
"533","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313041568858716
"601","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313591541103718
"241","male",0,0,0.813711204046299,0.0869565217391304,1,0,0.456055033055766
"1772","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.957211743390364
"1636","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1,0.311941474498794
"1399","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.165750577786444
"254","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.458660520991022
"49","male",1,1,0,0.260869565217391,0,0,0.609206874728988
"1334","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.166483349201468
"1164","female",1,1,0,0.260869565217391,0,1,0.610681413547659
"538","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.314447030398129
"1067","female",1,1,0,0.260869565217391,0,0,0.60958338260346
"679","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,0.000220236471398295
"343","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0,0.266948998163465
"807","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.959096772927814
"668","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,0.000135197218182433
"762","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,-0.000379910960886564
"1694","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,-7.49003892237416e-05
"1605","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.315376657530439
"1919","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,1.00013456692874
"706","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,0.000301417754760403
"1714","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,0.00182514236231466
"142","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.166406356509057
"81","male",1,1,0,0.260869565217391,0,0,0.611195972036166
"496","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.312779070653898
"728","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,-0.000507516201082919
"1980","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,0.999255267500214
"1501","female",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0,0.266627128622115
"1148","female",1,1,0,0.260869565217391,0,0,0.610903252625453
"1275","female",1,1,0,0.260869565217391,0,0,0.611894816562798
"330","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0,0.264560532363248
"315","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.456611632293906
"98","male",1,1,0,0.260869565217391,0,0,0.612044658478344
"516","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313978130588684
"253","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.454508656509028
"1277","female",1,1,0,0.260869565217391,0,0,0.60957010041124
"37","male",1,1,0,0.260869565217391,0,1,0.61067841960357
"1708","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,0.000243178017877066
"861","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.956712467004248
"1217","female",1,1,0,0.260869565217391,0,0,0.610782966326134
"713","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,-0.000794490508799933
"750","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,9.21047537688076e-05
"441","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0,0.264806486375108
"499","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1,0.3134045628871
"1023","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0,0.180659414913038
"970","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1,0.125259697740172
"55","male",1,1,0,0.260869565217391,0,0,0.609704065922007
"396","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1,0.26528944174057
"1424","female",0,0,0.813711204046299,0.0869565217391304,1,0,0.456674768898427
"1739","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,-0.00173114977841561
"636","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,0.00114605342706323
"1029","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0,0.17918511405776
"1402","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.165370572582769
"1186","female",1,1,0,0.260869565217391,0,0,0.608812431665272
"583","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313361842421569
"664","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,0.000416605032924993
"1310","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.164134362140987
"971","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0,0.123602557637086
"1909","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,0.999442654895561
"1942","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,0.998546437441048
"46","male",1,1,0,0.260869565217391,0,0,0.611017868403981
"143","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.162340365403487
"1833","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1,0.123619492703686
"1076","female",1,1,0,0.260869565217391,0,0,0.610595789346117
"884","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.958329392784608
"28","male",1,1,0,0.260869565217391,0,1,0.609870536192573
"714","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,-4.12525660652784e-06
"124","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1,0.163962101269538
"1082","female",1,1,0,0.260869565217391,0,0,0.610120541775853
"1499","female",0,0,0.813711204046299,0.0869565217391304,1,0,0.455703648080978
"870","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.960513263801637
"842","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.96154216604498
"665","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,-0.000436647764369582
"1657","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.314733934871409
"1065","female",1,1,0,0.260869565217391,0,0,0.609180040082484
"561","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313921598764561
"1286","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.16700890091558
"14","male",1,1,0,0.260869565217391,0,0,0.611460630780223
"1863","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,1.00004453537964
"1802","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1,0.124314175182249
"1660","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313361922857643
"1959","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,0.999415389937284
"1496","female",0,0,0.813711204046299,0.0869565217391304,1,0,0.456089262098999
"119","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.165328555321998
"1387","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.166525410790842
"789","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.957938911703247
"1069","female",1,1,0,0.260869565217391,0,0,0.608177439647138
"585","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313934785918545
"1511","female",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0,0.264130752071102
"777","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.957971980691404
"1725","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,-0.000670182950745497
"198","male",0,0,0.813711204046299,0.0869565217391304,1,0,0.456676889891709
"813","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.959144515402286
"1221","female",1,1,0,0.260869565217391,0,0,0.609252689161043
"1669","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.31325560201514
"1106","female",1,1,0,0.260869565217391,0,0,0.6092757485737
"1934","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0,0.999501582802428
"283","male",0,0,0.813711204046299,0.0869565217391304,1,0,0.457786767660565
"195","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.455533454490585
"290","male",0,0,0.813711204046299,0.0869565217391304,1,0,0.457893692693477
"1528","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313905011678196
"1133","female",1,1,0,0.260869565217391,0,1,0.60910582201542
"1906","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,0.999461596335667
"1225","female",1,1,0,0.260869565217391,0,0,0.609195719703713
"1594","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313010518056257
"125","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.166009928977153
"433","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0,0.266504766682939
"331","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0,0.265306431672053
"1898","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,0.998480372371985
"469","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.3144639043464
"217","male",0,0,0.813711204046299,0.0869565217391304,1,0,0.458198286893809
"109","male",1,1,0,0.260869565217391,0,0,0.610122345292293
"402","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1,0.264873163476379
"996","male",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,1.00022330730672
"532","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.314075705518441
"1314","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.165472826317627
"230","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.455555965356825
"202","male",0,0,0.813711204046299,0.0869565217391304,1,0,0.454647289747384
"141","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.16492947226032
"1750","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.959725339834348
"904","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0,0.123551387156001
"1145","female",1,1,0,0.260869565217391,0,1,0.609173957055259
"88","male",1,1,0,0.260869565217391,0,1,0.609845351664143
"1991","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,1.00046148443849
"1281","female",1,1,0,0.260869565217391,0,0,0.60959690947461
"519","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.314638607283646
"1443","female",0,0,0.813711204046299,0.0869565217391304,1,1,0.455212147844134
"295","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.453761017124053
"1151","female",1,1,0,0.260869565217391,0,0,0.612154334261634
"1682","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,0.000889047008059781
"523","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.312168423942279
"302","male",0,0,0.813711204046299,0.0869565217391304,1,0,0.454690649745089
"380","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1,0.26405666559367
"194","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.455682593196972
"1709","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,0.00223131960926328
"1689","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,0.000975987430831523
"1442","female",0,0,0.813711204046299,0.0869565217391304,1,1,0.455142417139247
"997","male",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,1.00059769436166
"77","male",1,1,0,0.260869565217391,0,0,0.610148295678678
"325","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0,0.26544111909233
"1104","female",1,1,0,0.260869565217391,0,0,0.60878087222208
"1508","female",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1,0.265268702223969
"831","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.958461219020103
"261","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.456040205761668
"1764","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.957303167513775
"1291","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.16495703551347
"1081","female",1,1,0,0.260869565217391,0,0,0.609558354543639
"310","male",0,0,0.813711204046299,0.0869565217391304,1,0,0.456660571421465
"1846","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0,0.123298518067148
"1746","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,0.000358760503552838
"1180","female",1,1,0,0.260869565217391,0,0,0.610317239663057
"1565","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.314823157196122
"385","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1,0.264818528881258
"1059","female",1,1,0,0.260869565217391,0,0,0.609332655890627
"1648","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.314054653584562
"291","male",0,0,0.813711204046299,0.0869565217391304,1,0,0.456070261744248
"979","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0,0.124743856950242
"162","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.166366435946083
"1043","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0,0.179978535710165
"1068","female",1,1,0,0.260869565217391,0,0,0.608275474015528
"186","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.454083690040305
"350","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0,0.264634171064837
"1162","female",1,1,0,0.260869565217391,0,0,0.610866055473701
"460","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313925125543926
"1650","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.312285452945955
"610","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,0.00158665141201591
"1141","female",1,1,0,0.260869565217391,0,0,0.610121749657581
"421","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0,0.266191829411896
"570","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.314168097118042
"1019","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0,0.180885137185604
"1578","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.312307341664853
"1434","female",0,0,0.813711204046299,0.0869565217391304,1,1,0.457040850461325
"686","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,0.000437636430171679
"638","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,-0.000305262072575047
"1409","female",0,0,0.813711204046299,0.0869565217391304,1,0,0.454891808268238
"1631","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313060306027885
"1167","female",1,1,0,0.260869565217391,0,0,0.609658795192755
"1865","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,1.00094832419871
"1707","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,-0.00199963258291589
"1591","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313817661563468
"743","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,0.00101312677454837
"352","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1,0.264913387254599
"876","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.959348997452493
"654","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,-0.00176746973935308
"1520","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313504491770853
"1797","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1,0.123758339990394
"1239","female",1,1,0,0.260869565217391,0,0,0.610543758692168
"829","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.959440049056517
"846","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.960055817602292
"1543","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.312413747511534
"1757","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.959082212207505
"15","male",1,1,0,0.260869565217391,0,0,0.609044413609142
"1581","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.315551464524993
"962","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1,0.123314136927784
"488","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.311828288121857
"1869","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,1.00054756237509
"633","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,-0.00079110647217708
"340","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1,0.265710690676084
"1109","female",1,1,0,0.260869565217391,0,1,0.611173116577085
"517","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313246158960755
"50","male",1,1,0,0.260869565217391,0,1,0.609072574059832
"1096","female",1,1,0,0.260869565217391,0,0,0.6109526248169
"1577","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1,0.313623829079029
"749","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,0.000317169058067238
"573","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.314081880079703
"1127","female",1,1,0,0.260869565217391,0,0,0.610425419548311
"307","male",0,0,0.813711204046299,0.0869565217391304,1,0,0.456358173347663
"1634","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.312196155955761
"935","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1,0.12371375537363
"1129","female",1,1,0,0.260869565217391,0,1,0.609829836894429
"1547","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.314310633608851
"1670","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.312506036826784
"1638","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.314865207657918
"513","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313755958173901
"911","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0,0.124475766474496
"692","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,0.000146523387972069
"703","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,0.0017874960033357
"76","male",1,1,0,0.260869565217391,0,0,0.610079083246816
"827","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.958359502388279
"1697","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,-0.000532036515681574
"1265","female",1,1,0,0.260869565217391,0,0,0.609419786882633
"1046","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0,0.180972789275329
"1183","female",1,1,0,0.260869565217391,0,0,0.609410774861941
"1094","female",1,1,0,0.260869565217391,0,0,0.608223625913583
"673","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,0.00135422092880226
"163","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.165092758394793
"1406","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1,0.166559717545254
"839","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.95907009204067
"1034","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0,0.181078475998144
"409","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1,0.263819574153708
"461","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.310716173615156
"1176","female",1,1,0,0.260869565217391,0,1,0.609265134367026
"270","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.455318988985591
"1375","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.165466712123161
"1487","female",0,0,0.813711204046299,0.0869565217391304,1,0,0.456228446459276
"1272","female",1,1,0,0.260869565217391,0,0,0.609755673916324
"1542","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.314995328749314
"1465","female",0,0,0.813711204046299,0.0869565217391304,1,1,0.456064081614953
"372","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0,0.265825945899253
"1973","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,1.00063460804556
"1326","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.165100199029741
"229","male",0,0,0.813711204046299,0.0869565217391304,1,0,0.453650381117559
"1818","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0,0.124571880197821
"732","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,-0.000456987203887257
"106","male",1,1,0,0.260869565217391,0,0,0.611078109332038
"1466","female",0,0,0.813711204046299,0.0869565217391304,1,1,0.454630689859322
"671","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,-0.000241912141351273
"615","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,0.000187385499141138
"747","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,0.000523144360219822
"1299","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1,0.165614727645375
"1843","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0,0.12318864219821
"1676","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,-0.000848934947820194
"1747","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.96006662134974
"1829","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1,0.123050305923498
"263","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.456414642844651
"875","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.957161071066133
"1875","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,0.999084817652839
"1841","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1,0.124332544010233
"240","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.456223223208946
"1928","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0,0.998387143380792
"431","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1,0.264091887797865
"925","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1,0.122574213663089
"127","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.167965089691982
"1929","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,0.99945741843553
"293","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.456760302893828
"957","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1,0.124977215303436
"1573","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313265229086518
"1661","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.312985745679521
"1515","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.31345985035862
