"","group","A","B","C","D","E","hired"
"1800","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"676","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"147","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"347","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"47","male",1,1,0,0.260869565217391,0,0
"1681","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1121","female",1,1,0,0.260869565217391,0,0
"854","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"524","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"529","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1184","female",1,1,0,0.260869565217391,0,0
"1201","female",1,1,0,0.260869565217391,0,0
"1459","female",0,0,0.813711204046299,0.0869565217391304,1,1
"353","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"535","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"775","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1045","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"1613","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1
"845","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1131","female",1,1,0,0.260869565217391,0,0
"1219","female",1,1,0,0.260869565217391,0,0
"484","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1
"737","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1933","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1568","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"723","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1903","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1232","female",1,1,0,0.260869565217391,0,0
"384","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"1060","female",1,1,0,0.260869565217391,0,0
"985","male",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1266","female",1,1,0,0.260869565217391,0,0
"1401","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"553","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1
"826","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"738","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1595","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"651","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"497","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"531","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"815","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"70","male",1,1,0,0.260869565217391,0,0
"1838","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"618","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"771","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1018","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"1252","female",1,1,0,0.260869565217391,0,0
"566","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1921","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0
"1347","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"382","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"1840","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"1825","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1107","female",1,1,0,0.260869565217391,0,0
"199","male",0,0,0.813711204046299,0.0869565217391304,1,0
"1564","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"910","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"1380","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"316","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"1074","female",1,1,0,0.260869565217391,0,0
"1077","female",1,1,0,0.260869565217391,0,0
"1731","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1998","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1982","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0
"1461","female",0,0,0.813711204046299,0.0869565217391304,1,0
"880","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1385","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"1245","female",1,1,0,0.260869565217391,0,0
"457","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"734","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1960","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1420","female",0,0,0.813711204046299,0.0869565217391304,1,1
"1585","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1736","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1851","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"405","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"872","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1890","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"227","male",0,0,0.813711204046299,0.0869565217391304,1,1
"1361","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"456","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1563","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"148","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"710","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1988","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0
"1826","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1604","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1677","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1001","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"1646","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1432","female",0,0,0.813711204046299,0.0869565217391304,1,1
"417","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"311","male",0,0,0.813711204046299,0.0869565217391304,1,1
"1132","female",1,1,0,0.260869565217391,0,1
"228","male",0,0,0.813711204046299,0.0869565217391304,1,1
"540","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1951","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"259","male",0,0,0.813711204046299,0.0869565217391304,1,1
"1430","female",0,0,0.813711204046299,0.0869565217391304,1,1
"809","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1972","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1954","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"503","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1837","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1880","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0
"22","male",1,1,0,0.260869565217391,0,1
"1344","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"494","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"590","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"247","male",0,0,0.813711204046299,0.0869565217391304,1,0
"214","male",0,0,0.813711204046299,0.0869565217391304,1,1
"404","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"1086","female",1,1,0,0.260869565217391,0,0
"817","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1500","female",0,0,0.813711204046299,0.0869565217391304,1,0
"86","male",1,1,0,0.260869565217391,0,1
"1512","female",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"1672","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"177","male",0,0,0.813711204046299,0.0869565217391304,1,1
"238","male",0,0,0.813711204046299,0.0869565217391304,1,1
"213","male",0,0,0.813711204046299,0.0869565217391304,1,0
"136","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"868","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"969","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"1450","female",0,0,0.813711204046299,0.0869565217391304,1,1
"321","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"863","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"897","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1521","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"65","male",1,1,0,0.260869565217391,0,1
"403","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"1555","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1002","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"20","male",1,1,0,0.260869565217391,0,0
"759","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"287","male",0,0,0.813711204046299,0.0869565217391304,1,0
"1847","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"1090","female",1,1,0,0.260869565217391,0,0
"185","male",0,0,0.813711204046299,0.0869565217391304,1,1
"139","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"1819","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"157","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1977","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0
"873","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1984","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0
"1436","female",0,0,0.813711204046299,0.0869565217391304,1,0
"1007","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"730","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"319","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"151","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1356","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"1904","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"712","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1414","female",0,0,0.813711204046299,0.0869565217391304,1,0
"623","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"383","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"465","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1338","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1722","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"220","male",0,0,0.813711204046299,0.0869565217391304,1,0
"183","male",0,0,0.813711204046299,0.0869565217391304,1,1
"1307","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1623","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"140","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"511","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"133","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"946","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1883","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0
"859","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1196","female",1,1,0,0.260869565217391,0,0
"555","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"804","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1558","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"626","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"851","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1223","female",1,1,0,0.260869565217391,0,0
"798","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1308","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1284","female",1,1,0,0.260869565217391,0,1
"1653","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1524","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"670","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1683","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1160","female",1,1,0,0.260869565217391,0,1
"84","male",1,1,0,0.260869565217391,0,0
"445","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"1171","female",1,1,0,0.260869565217391,0,0
"51","male",1,1,0,0.260869565217391,0,0
"509","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"634","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"693","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"479","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"478","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1839","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"425","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"808","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"912","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1753","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1048","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"976","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"1490","female",0,0,0.813711204046299,0.0869565217391304,1,1
"1489","female",0,0,0.813711204046299,0.0869565217391304,1,1
"146","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"929","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"754","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1609","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"596","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"802","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1943","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1695","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"685","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1633","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1066","female",1,1,0,0.260869565217391,0,1
"1983","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1394","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1150","female",1,1,0,0.260869565217391,0,0
"1224","female",1,1,0,0.260869565217391,0,0
"1028","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"1301","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1627","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1
"602","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"275","male",0,0,0.813711204046299,0.0869565217391304,1,0
"180","male",0,0,0.813711204046299,0.0869565217391304,1,0
"812","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"443","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"345","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"1777","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1961","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"735","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"810","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1495","female",0,0,0.813711204046299,0.0869565217391304,1,1
"1544","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1824","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"865","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1940","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1704","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1362","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"94","male",1,1,0,0.260869565217391,0,0
"1762","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"244","male",0,0,0.813711204046299,0.0869565217391304,1,0
"1539","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1
"1886","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1154","female",1,1,0,0.260869565217391,0,1
"419","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"167","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"29","male",1,1,0,0.260869565217391,0,0
"914","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"689","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1475","female",0,0,0.813711204046299,0.0869565217391304,1,0
"731","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"822","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"19","male",1,1,0,0.260869565217391,0,0
"1647","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"999","male",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"341","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"318","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"816","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1887","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1779","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"857","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"662","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1083","female",1,1,0,0.260869565217391,0,0
"1703","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1808","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"992","male",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1309","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"1177","female",1,1,0,0.260869565217391,0,1
"795","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"507","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"80","male",1,1,0,0.260869565217391,0,0
"48","male",1,1,0,0.260869565217391,0,0
"1742","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1552","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"52","male",1,1,0,0.260869565217391,0,0
"408","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"968","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"116","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"533","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"601","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"241","male",0,0,0.813711204046299,0.0869565217391304,1,0
"1772","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1636","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1
"1399","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"254","male",0,0,0.813711204046299,0.0869565217391304,1,1
"49","male",1,1,0,0.260869565217391,0,0
"1334","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1164","female",1,1,0,0.260869565217391,0,1
"538","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1067","female",1,1,0,0.260869565217391,0,0
"679","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"343","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"807","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"668","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"762","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1694","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1605","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1919","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"706","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1714","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"142","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"81","male",1,1,0,0.260869565217391,0,0
"496","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"728","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1980","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1501","female",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"1148","female",1,1,0,0.260869565217391,0,0
"1275","female",1,1,0,0.260869565217391,0,0
"330","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"315","male",0,0,0.813711204046299,0.0869565217391304,1,1
"98","male",1,1,0,0.260869565217391,0,0
"516","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"253","male",0,0,0.813711204046299,0.0869565217391304,1,1
"1277","female",1,1,0,0.260869565217391,0,0
"37","male",1,1,0,0.260869565217391,0,1
"1708","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"861","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1217","female",1,1,0,0.260869565217391,0,0
"713","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"750","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"441","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"499","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1
"1023","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"970","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"55","male",1,1,0,0.260869565217391,0,0
"396","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"1424","female",0,0,0.813711204046299,0.0869565217391304,1,0
"1739","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"636","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1029","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"1402","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1186","female",1,1,0,0.260869565217391,0,0
"583","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"664","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1310","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"971","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1909","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1942","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"46","male",1,1,0,0.260869565217391,0,0
"143","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1833","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"1076","female",1,1,0,0.260869565217391,0,0
"884","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"28","male",1,1,0,0.260869565217391,0,1
"714","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"124","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"1082","female",1,1,0,0.260869565217391,0,0
"1499","female",0,0,0.813711204046299,0.0869565217391304,1,0
"870","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"842","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"665","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1657","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1065","female",1,1,0,0.260869565217391,0,0
"561","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1286","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"14","male",1,1,0,0.260869565217391,0,0
"1863","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1802","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"1660","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1959","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1496","female",0,0,0.813711204046299,0.0869565217391304,1,0
"119","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1387","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"789","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1069","female",1,1,0,0.260869565217391,0,0
"585","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1511","female",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"777","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1725","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"198","male",0,0,0.813711204046299,0.0869565217391304,1,0
"813","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1221","female",1,1,0,0.260869565217391,0,0
"1669","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1106","female",1,1,0,0.260869565217391,0,0
"1934","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0
"283","male",0,0,0.813711204046299,0.0869565217391304,1,0
"195","male",0,0,0.813711204046299,0.0869565217391304,1,1
"290","male",0,0,0.813711204046299,0.0869565217391304,1,0
"1528","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1133","female",1,1,0,0.260869565217391,0,1
"1906","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1225","female",1,1,0,0.260869565217391,0,0
"1594","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"125","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"433","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"331","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
